upc,descrip,price,q,sales,volsales,Nal
8769228102,SAM ADAMS OLD FEZZIW,1.1064789,7893.375275,8581.900072,2802148.266,0
8769229103,SAM ADAMS WINTER CLA,0.99832892,9548.824804,9538.040079,3389832.852,0
8572511509,SAM SMITH OATMEAL ST,1.3862941,53.98204947,44.70999813,19163.62793,0
8769230030,SAMUEL ADAMS BOSTON,0.91492712,200663.2755,177522.8183,71235463.8,0
8769232022,SAMUEL ADAMS BOSTON,1.0792958,1733.756868,1795.829996,615483.6886,0
8769240020,SAMUEL ADAMS CREAM S,0.9381094,65696.15413,60355.09868,23322135.2,1
8769241022,SAMUEL ADAMS CREAM S,1.0917901,2455.850115,2614.149983,871826.79,1
8769251216,SAMUEL ADAMS CRNBRY,1.1011013,665.7786336,730.0200113,236351.4121,1
8769239102,SAMUEL ADAMS GOLDEN,0.93320614,103447.6016,93876.59865,36723899.06,1
8769240501,SAMUEL ADAMS HONEY P,0.90247822,146495.2871,129079.4585,52005827.79,0
8769241522,SAMUEL ADAMS HONEY P,1.0903658,3375.877543,3602.419973,1198436.528,0
8769211216,SAMUEL ADAMS LAGER K,1.119832,13196.8119,14218.44972,4684868.236,0
8769210012,SAMUEL ADAMS LAGER N,0.90183264,1301135.358,1134981.938,461903054.3,1
8769230060,SAMUEL ADAMS LAGER N,0.83194321,107.964097,89.81999588,38327.25586,1
8769210014,SAMUEL ADAMS LAGERNR,0.90981311,318014.2543,274388.731,112895061.6,0
8769230040,SAMUEL ADAMS OCTOBER,1.0059968,165592.9373,161234.649,58785493.53,1
8769228400,SAMUEL ADAMS OLD FEZ,1.0673949,758.0812895,806.4600325,269118.8605,1
8769226102,SAMUEL ADAMS SCOTCH,0.92984384,55415.57275,50395.96898,19672528.74,0
8769231022,SAMUEL ADAMS SEASONA,0.90973419,342.7193836,311.2500038,121665.3807,1
8769241102,SAMUEL ADAMS SEASONA,1.1534389,713.7626548,824.7799797,253385.7471,1
8769241103,SAMUEL ADAMS SEASONA,0.9994989,23.99202156,23.97999954,8517.167969,0
8769250040,SAMUEL ADAMS SEASONA,1.0802661,18095.98262,18820.89977,6424073.959,0
8769210508,SAMUEL ADAMS WINTER,1.1779872,14363.2236,16609.02002,5098944.418,1
8572501503,SAMUEL SMITH NUT BRO,1.6655536,29.99002695,49.94999409,10646.45996,1
8572501501,SAMUEL SMITH PALE AL,1.9989978,5.99800539,11.98999977,2129.291992,0
8380404545,SANTE BLUSH NON ALCO,2.1728549,2214.084574,4820.400026,786000,1
8380404469,SANTE SPRKLNG NON AL,3.0252678,1609.859198,4847.580122,571500,1
8380404468,SANTE WHITE NON ALCO,2.1686966,1753.521181,3796.380027,622500,0
8797502650,SAPPORO DRAFT BEER C,1.0945138,40343.75258,42947.74936,14322032.16,0
8797501350,SAPPORO DRAFT BEER N,0.94877839,17508.17794,16409.09953,6215403.328,0
8797511350,SAPPORO DRY BEER NR,0.93197644,1445.519303,1347.189933,513159.3701,0
7248001103,SCHAEFER BEER CANS,0.37032047,647.7845879,240.7299957,229963.5352,0
5230000046,SCHILTZ MALT LIQUOR,0.47650215,559.8138297,244.5399957,198733.9116,0
5230000012,SCHLITZ BEER,0.40539667,54617.83888,20358.63001,19389332.95,0
5230000548,SCHLITZ ICE CAN,0.37668771,2957.016705,1117.569987,1049740.955,1
5230000042,SCHLITZ MALT LIQUOR,0.59064543,2747.086509,1618.019948,975215.7324,1
5230000047,SCHLITZ MALT LIQUOR,0.52211916,12882.38241,6749.699875,4573245.838,0
5230000057,SCHLITZ RED BULL NR,0.53717858,1386.205646,744.6399832,492103.0171,1
5230001966,SCHLITZ REGULAR,0.33302736,2831.058588,942.8199787,1005025.82,1
3410010602,SHARPS NON-ALCOHOLIC,0.48041898,303607.0433,142090.0569,107780502.3,1
78036991904,SHIPYARD BLUE FIN ST,1.1974926,1001.666901,1200.829962,355591.7627,0
78036971960,SHIPYARD EXPORT ALE,1.199234,3238.922922,3897.099883,1149817.677,0
78036991902,SHIPYARD GOAT ISLAND,1.1961516,569.8105125,682.0499783,202282.7393,0
78036991907,SHIPYARD GOAT ISLAND,1.2116991,431.8563886,524.2799835,153309.0234,1
78036991993,SHIPYARD OLD THUMPER,1.2125045,2735.090466,3314.439896,970957.1484,1
8378337521,SIERRA NEVADA PALE A,1.060405,80793.13453,84256.30834,28681563.16,0
8378347521,SIERRA NEVADA PORTER,1.0492393,6507.835881,6769.629756,2310281.811,0
8378357521,SIERRA NEVADA STOUT,1.0485287,7029.662358,7319.419744,2495530.215,0
8839400006,SPATEN OKTOBERFEST,0.99866527,653.7825994,652.9099712,232092.8262,0
8839400002,SPATEN PREMIUM LAGER,1.1653874,1835.389672,2138.939953,651563.3506,1
8839400004,SPATEN SPECIAL DARK,1.1653874,1055.648954,1230.23996,374755.3906,0
7336013301,SPECIAL EXPORT CAN,0.50743073,13963.35667,7062.179964,4956991.758,1
7336077661,SPECIAL EXPORT DARK,0.60909927,41314.26182,24354.37924,14666563.25,0
7336077663,SPECIAL EXPORT DARK,0.63655657,36827.75359,22921.24925,13073852.85,1
7336013412,SPECIAL EXPORT LIGHT,0.60796803,3676.777364,2210.179901,1305255.99,1
7336013414,SPECIAL EXPORT LIGHT,0.59575075,2447.186215,1431.859988,868751.1328,1
7336013419,SPECIAL EXPORT LIGHT,0.54143,287.9042606,155.8799992,102206.0156,0
7336050301,SPECIAL EXPORT LIGHT,0.50659251,7197.60652,3632.999971,2555150.391,1
7336050611,SPECIAL EXPORT LIGHT,0.61920142,83216.32876,49346.89881,29541797.19,1
7336050660,SPECIAL EXPORT LIGHT,0.64488214,113128.3817,70765.88778,40160576.33,1
7336050662,SPECIAL EXPORT LIGHT,0.59077847,15378.88602,8717.079909,5459504.674,1
7336050665,SPECIAL EXPORT LIGHT,0.60753179,73091.69486,42398.35993,25947552.26,0
7336050751,SPECIAL EXPORT LIGHT,0.68364829,143.9521303,97.85999584,51103.00781,1
7336013751,SPECIAL EXPORT REG C,0.67022276,1247.585129,833.2199507,442892.7324,0
7336013403,SPECIAL EXPORT REG N,0.60836011,10382.54763,6241.719785,3685804.455,0
7336013405,SPECIAL EXPORT REG N,0.60078746,17922.04043,10451.10011,6362324.486,1
7336013611,SPECIAL EXPORT REG N,0.63260806,316082.8982,188414.1169,112209429.6,1
7336013670,SPECIAL EXPORT REG N,0.72667015,2850.38543,2071.289996,1011886.845,1
7336013752,SPECIAL EXPORT REG N,0.60761672,57316.9409,32583.46994,20347514.31,0
7336013755,SPECIAL EXPORT REG N,0.64528221,285984.9047,179270.5654,101524642.4,1
7336013757,SPECIAL EXPORT REG N,0.61302155,281834.2842,162201.0507,100051172.3,0
8066095935,ST PAULI GIRL BEER N,1.0071677,205143.7851,192835.0394,72826044.85,0
8954031104,ST PAULI GIRL BEER N,1.0411317,39041.01762,39080.50959,13859561.58,1
8066094433,ST PAULI GIRL BIG BT,1.2137595,1680.641169,2038.619935,596627.6152,0
8066095945,ST PAULI GIRL DK BEE,0.96566218,13111.63994,12150.73969,4654632.297,1
8954031108,ST PAULI GIRL DK BEE,1.0171263,7485.510769,7376.889826,2657356.405,0
8066095937,ST PAULI GIRL LAGER,0.94357115,34440.54765,31394.27923,12226394.66,0
2129697507,ST REGIS NON-ALCH CH,2.7006323,1652.112727,4461.980052,586500,1
2129697506,ST REGIS NON-ALCH WH,2.7871728,2002.816958,5554.210119,711000,1
2129697503,ST REGIS NON-ALCHL C,2.9968193,4584.50713,13222.1801,1627500,0
2129697508,ST REGIS NON-ALCHL C,2.8007619,1823.239494,5095.07013,647250,0
74305820299,STATE STREET AMBER A,0.91368461,79581.53715,71253.89913,28251446.21,1
74305821299,STATE STREET MIDNIGH,0.89339137,22204.61623,19515.41957,7882638.958,1
74305822299,STATE STREET SPEAKEA,0.8968364,29732.11318,26168.64948,10554900.42,0
7250900006,STEINLAGERS ALE,1.1743189,407.864367,478.8199844,144791.8555,1
7250904006,STEINLAGERS ALE,1.1653874,149.9501348,174.7499943,53232.2998,1
7204031232,STROH'S,0.36081582,560423.6627,196973.7923,198950397,1
7204031373,STROH'S,0.37741673,8097.307701,3036.280105,2874544.167,0
7204000007,STROHS BEER,0.54606164,1271.577161,684.1100163,451409.8909,1
7204000009,STROHS BEER,0.50766581,149734.2093,75763.24994,53155645.38,1
7204001111,STROHS BEER,0.036820572,4198.604141,151.8199983,1490504.426,1
7204001113,STROHS BEER,0.038506575,16015125.31,596762.1675,5685369439,0
7204031310,STROHS BEER,0.40933552,651719.2902,258705.5046,231360351.4,1
7204001110,STROH'S BEER,0.40215671,45440.88894,18240.0397,16131515.71,0
7204000006,STROHS BEER N.R.BTLS,0.5900777,15610.80909,9194.979967,5541837.2,0
7204001151,STROHS BEER N.R.BTLS,0.66638225,2155.283262,1437.980021,765125.5698,1
7204031313,STROH'S DRAFT LIGHT,0.37687528,239.9202271,90.42000294,85171.67969,0
7204001112,STROH'S LIGHT,0.40113282,15522.8381,6216.999939,5510607.544,1
772,STROHS LIGHT BEER,0.38312736,59.98005676,22.98000145,21292.91992,1
7204000002,STROHS LIGHT BEER,0.50706637,77596.19677,39239.31996,27546650.52,0
7204004441,STROHS LIGHT BEER,0.038316436,5548.155457,208.329998,1969595.133,0
7204004443,STROHS LIGHT BEER,0.038397342,8135695.109,303376.756,2888171720,0
7204031374,STROHS LIGHT BEER,0.36441252,10106.63963,3662.58007,3587856.98,1
7204061321,STROHS LIGHT BEER,0.40426067,274204.8191,108324.9768,97342712.91,0
7204061328,STROHS LIGHT BEER,0.35926732,263372.4304,92530.94098,93497210.99,1
7204001123,STROHS LIGHT LONGNEC,0.50123143,50503.20586,25013.55981,17928638.57,1
7204004456,STROHS NONALCOHOLIC,0.6298216,37997.36471,23816.37874,13489064.78,1
7204001122,STROHS REG LONGNECK,0.50753492,146081.424,72942.61961,51858906.54,1
2556924161,SUMMIT EXTRA PALE AL,1.0080847,1421.527283,1424.129951,504642.2021,0
2556971416,SUMMIT PORTER - UNIO,1.1520497,161.946146,184.7299938,57490.88379,0
8885700060,SUNTORY DRY BEER NR,0.91530424,125.9581132,115.2899952,44715.13184,0
8520000101,SUTTER HOME FRE' CHA,2.3280649,25761.97224,59045.69903,9145500,0
8520000105,SUTTER HOME FRE' SPR,2.4400091,8514.084642,20492.60969,3022500,1
8520000100,SUTTER HOME FRE' WHT,2.1576636,33593.66248,70654.77866,11925750,1
8520000104,SUTTER HOME RED FRE,2.3853042,2666.197237,6174.22006,946500,1
8982690002,TECATE / 4 WRAPPED 6,0.59781075,10340.56153,5915.919987,3670899.395,0
8920000826,TECATE BEER,0.96532089,299.9002724,289.5000019,106464.5996,1
8928600008,TECATE BEER,0.96532089,11.99601078,11.57999992,4258.583984,0
8982600041,TECATE BEER,0.96397787,1025.658928,987.4800043,364108.9307,0
8982600009,TECATE BEER CANS,0.91460568,37115.65813,31426.40917,13176058.87,1
8982690090,TECATE LIGHT CANS,0.92479092,419.8603787,377.2799871,149050.4395,0
8982690027,TECATE LIGHT N.R. BT,0.80867964,695.7686286,556.8399792,246997.8711,0
8982650001,TECATE N.R. BTLS,0.88607085,45069.01318,38350.97908,15999500.05,0
76810940359,TENNENTS LAGER,1.3058352,4105.634854,5241.329781,1457500.366,0
6810940359,TENNENTS LAGERNR BTL,1.1653874,5.99800539,6.989999771,2129.291992,0
245006405,TOSELLI NON-ALCOHOLI,2.8352666,31.69014025,89.849998,11250,1
4185100104,TOSELLI NON-ALCOHOLI,2.6409931,2577.464846,6706.789972,915000,0
3354494405,TSINGTAO BEER,1.0691065,8973.016181,9460.559833,3185420.823,0
8205480441,WARSTEINER,0.86779469,22072.66016,18352.44973,7835794.529,0
8205410441,WARSTEINER GERMAN BE,0.94067502,161.946146,153.7299938,57490.88379,0
8205410444,WARSTEINER GERMAN BE,0.93461168,104335.3062,95155.05852,37039034.28,0
8205430441,WARSTEINER GERMAN BE,1.2139226,3964.548353,4794.049844,1407414.683,0
8205410665,WARSTEINER LIGHT (GE,0.90084571,3352.885038,2965.369909,1190274.225,1
8982600600,WATNEY'S RED,1.2920167,1751.417588,2202.579939,621753.2637,0
7336091405,WEINHARDS BOAR'S HEA,0.74684691,37343.58246,26825.8691,13256971.98,0
8087201512,WEINHARDS PALE ALE W,0.73339283,6849.722273,4878.829795,2431651.46,0
2124260007,WHEAT HOOK N.R.,1.1653874,905.6988158,1055.489965,321523.0908,1
2124260011,WHEAT HOOK N.R.,1.1653874,1175.60906,1370.039955,417341.2305,0
7231111201,WHITBREAD ALE NR BTL,1.2479148,47.98404408,59.87999725,17034.33545,0
7336010122,WINDY CITY ALE NR 6P,0.87321788,2801.068542,2429.429928,994379.3604,1
1820000875,WINTER BREW,0.96915251,2597.136382,2505.459935,921983.4336,0
3682493103,WIT BEER,0.99866527,11.99601078,11.97999954,4258.583984,0
1497460009,WOODCHUCK DARK & DRY,0.99866527,173.9421568,173.7099934,61749.46777,0
1497450009,WOODCHUCK DRAFT CIDE,1.1653874,5038.324582,5871.599836,1788605.273,1
7794202535,WOODPECKER CIDER,1.1653874,203.9321833,237.6599922,72395.92773,0
8332600020,YOUNGS SPECIAL LONDO,1.6655536,71.97606468,119.8799858,25551.50391,1
7199077609,ZIMA CLEARMALT,1.0857956,6174.447038,6703.939915,2191928.695,0
7199077603,ZIMA CLEARMALT L.N.N,0.80906224,366646.0857,295056.3834,130159361.2,0
7199077807,ZIMA GOLD BIG BOTTLE,1.0858154,54.9817189,59.69999957,19518.51031,0
7199077803,ZIMA GOLD LNNR,0.81814396,8703.105933,7159.969879,3089602.68,0
2981520001,ZYWIEC POLISH BEER N,0.99333912,22156.63255,21819.68957,7865604.606,1
